Order ID,First Name,Last Name,Gender,City,Order Date,Order Time,Order Type,Category,Subcategory,Price,Quantity,Total Price,Customer Review,Weather,Payment Method
4952,Alexander,Brown,Female,Blackpool,2022-03-29,15:32,Eat-in,Maki,Spicy Tuna Roll,4.02,3,12.06,Excellent,Windy,Cash
4953,Lucas,Miller,Female,Blackpool,2020-02-14,14:37,Eat-in,Ramen,Tonkotsu Ramen,7.6,5,38.0,Good,Rainy,Credit Card
4954,Alexander,Johnson,Female,Lancaster,2022-01-28,14:31,Takeaway,Sashimi,Salmon Sashimi,5.03,2,10.06,Excellent,Rainy,Credit Card
4955,Olivia,Smith,Female,Blackpool,2022-04-17,14:35,Takeaway,Sashimi,Crab Sashimi,4.98,2,9.96,Good,Sunny,Credit Card
4956,Ava,Jackson,Female,Oldham,2024-02-26,14:31,Eat-in,Nigiri,Sweet Egg,3.32,4,13.28,Excellent,Sunny,Debit Card
4957,Henry,Johnson,Female,Preston,2023-09-28,13:39,Eat-in,Street food,Karaage,4.31,5,21.55,Good,Rainy,Credit Card
4958,Ava,Martin,Female,Preston,2022-04-01,11:12,Eat-in,Maki,Uramaki,3.51,3,10.53,Excellent,Sunny,Credit Card
4959,Lucas,Hernandez,Female,Manchester,2023-08-11,17:34,Eat-in,Ramen,Curry Ramen,11.98,1,11.98,Poor,Rainy,Debit Card
4960,Henry,Smith,Female,Blackpool,2024-02-11,15:15,Takeaway,Sashimi,Sweet Egg Sashimi,3.03,2,6.06,Good,Rainy,Debit Card
4961,James,Garcia,Female,Oldham,2023-08-08,18:04,Takeaway,Street food,Okonomiyaki,1.95,3,5.85,Excellent,Sunny,Cash
4962,Charlotte,Davis,Female,Blackpool,2023-11-27,15:23,Eat-in,Ramen,Shoyu Ramen,8.24,5,41.2,Poor,Sunny,Cash
4963,Benjamin,Gonzalez,Female,Bury,2023-12-01,13:53,Eat-in,Temaki,Shrimp Tempura,3.19,2,6.38,Excellent,Windy,Debit Card
4964,Charlotte,Martin,Female,Salford,2023-07-13,13:01,Eat-in,Sashimi,Yellowtail Sashimi,4.13,2,8.26,Excellent,Sunny,Credit Card
4965,Ava,Thomas,Female,Bury,2022-06-02,15:11,Eat-in,Nigiri,Mackerel,3.1,2,6.2,Excellent,Sunny,Credit Card
4966,Emma,Thomas,Female,Rochdale,2024-03-09,12:35,Takeaway,Ramen,Beef Ramen,8.12,4,32.48,Excellent,Sunny,Debit Card
4967,Ava,Martin,Female,Barrow-in-Furness,2023-04-24,13:59,Eat-in,Sashimi,Sweet Egg Sashimi,3.69,5,18.45,Excellent,Sunny,Debit Card
4968,Henry,Smith,Female,Bolton,2023-02-15,16:42,Eat-in,Street food,Okonomiyaki,1.96,1,1.96,Poor,Sunny,Credit Card
4969,Amelia,Anderson,Male,Burnley,2023-10-09,12:23,Eat-in,Maki,California Roll,5.56,2,11.12,Poor,Rainy,Cash
4970,Sophia,Martin,Female,Preston,2024-12-25,14:56,Eat-in,Nigiri,Shrimp,3.97,2,7.94,Excellent,Sunny,Mobile Payment
4971,Benjamin,Wilson,Female,Barrow-in-Furness,2022-09-22,16:18,Eat-in,Maki,Spicy Tuna Roll,2.53,2,5.06,Excellent,Sunny,Credit Card
4972,Olivia,Brown,Female,Blackpool,2022-07-12,11:51,Eat-in,Sashimi,Tuna Sashimi,6.3,3,18.9,Good,Sunny,Credit Card
4973,Charlotte,Lee,Female,Burnley,2024-03-27,16:37,Eat-in,Nigiri,Octopus,5.95,3,17.85,Good,Rainy,Credit Card
4974,Harper,Miller,Male,Salford,2023-08-03,13:26,Eat-in,Nigiri,Shrimp,4.43,4,17.72,Good,Windy,Credit Card
4975,Olivia,Wilson,Female,Rochdale,2023-09-24,11:41,Eat-in,Temaki,Spicy Salmon,3.26,4,13.04,Good,Rainy,Mobile Payment
4976,Harper,Williams,Female,Bolton,2022-11-06,13:28,Takeaway,Sashimi,Tuna Sashimi,5.56,4,22.24,Good,Rainy,Credit Card
4977,Evelyn,Garcia,Female,Preston,2023-11-03,13:54,Eat-in,Temaki,Spicy Salmon,5.23,4,20.92,Good,Windy,Cash
4978,Amelia,Anderson,Female,Rochdale,2023-04-27,14:29,Eat-in,Street food,Miso Soup,4.59,5,22.95,Good,Sunny,Mobile Payment
4979,Emma,Johnson,Male,Bolton,2021-09-18,17:35,Eat-in,Temaki,Spicy Tuna,6.01,2,12.02,Excellent,Sunny,Debit Card
4980,Isabella,Smith,Female,Lancaster,2020-10-05,12:01,Eat-in,Street food,Miso Soup,2.02,5,10.1,Good,Windy,Cash
4981,Emma,Lee,Female,Oldham,2024-07-08,13:36,Eat-in,Sashimi,Scallop Sashimi,3.21,1,3.21,Excellent,Sunny,Credit Card
4982,Jack,Garcia,Female,Barrow-in-Furness,2020-07-27,13:17,Eat-in,Maki,Spicy Tuna Roll,4.12,1,4.12,Excellent,Rainy,Credit Card
4983,Mason,Moore,Female,Barrow-in-Furness,2022-07-20,11:55,Takeaway,Street food,Takoyaki,4.07,4,16.28,Excellent,Windy,Credit Card
4984,Harper,Lopez,Female,Rochdale,2021-11-30,13:49,Eat-in,Street food,Takoyaki,3.43,5,17.15,Excellent,Rainy,Debit Card
4985,Charlotte,Martin,Female,Oldham,2022-04-15,13:04,Eat-in,Temaki,Crab Stick,6.01,1,6.01,Poor,Rainy,Credit Card
4986,Benjamin,Hernandez,Female,Manchester,2020-06-20,18:14,Eat-in,Maki,California Roll,5.54,5,27.7,Good,Sunny,Credit Card
4987,Olivia,Wilson,Female,Bolton,2024-05-11,14:16,Eat-in,Ramen,Shio Ramen,6.71,2,13.42,Excellent,Sunny,Mobile Payment
4988,Benjamin,Garcia,Male,Blackpool,2021-11-25,16:35,Eat-in,Ramen,Spicy Miso Ramen,10.11,2,20.22,Poor,Windy,Debit Card
4989,Jack,Jones,Female,Barrow-in-Furness,2022-03-09,13:03,Eat-in,Temaki,Shrimp Tempura,3.81,5,19.05,Good,Sunny,Credit Card
4990,James,Brown,Female,Manchester,2023-08-23,14:42,Takeaway,Street food,Edamame,4.01,1,4.01,Good,Rainy,Debit Card
4991,Emma,Garcia,Male,Bury,2023-09-18,16:37,Eat-in,Sashimi,Yellowtail Sashimi,6.82,1,6.82,Good,Sunny,Debit Card
4992,Lucas,Miller,Female,Manchester,2024-09-28,13:58,Eat-in,Nigiri,Crab,2.87,1,2.87,Good,Sunny,Credit Card
4993,Olivia,Martin,Male,Rochdale,2024-02-25,18:00,Eat-in,Street food,Onigiri,3.35,5,16.75,Excellent,Sunny,Credit Card
4994,Elijah,Moore,Female,Blackpool,2022-05-02,16:55,Takeaway,Temaki,California Roll,4.13,2,8.26,Excellent,Rainy,Debit Card
4995,Oliver,Davis,Female,Lancaster,2023-10-03,14:19,Eat-in,Sashimi,Sweet Egg Sashimi,5.98,1,5.98,Excellent,Windy,Mobile Payment
4996,Mason,Davis,Female,Bolton,2024-08-11,13:50,Eat-in,Sashimi,Salmon Sashimi,6.38,3,19.14,Poor,Sunny,Cash
4997,Lucas,Garcia,Female,Rochdale,2022-03-29,11:39,Eat-in,Nigiri,Scallop,2.9,1,2.9,Poor,Rainy,Credit Card
4998,Olivia,Lee,Female,Lancaster,2023-08-21,11:46,Eat-in,Sashimi,Salmon Sashimi,6.8,5,34.0,Excellent,Sunny,Credit Card
4999,Emma,Gonzalez,Female,Blackpool,2021-06-16,13:22,Eat-in,Street food,Yakitori,4.91,1,4.91,Good,Rainy,Credit Card
5000,Mia,Jackson,Female,Preston,2022-11-09,14:55,Eat-in,Ramen,Beef Ramen,6.06,2,12.12,Excellent,Rainy,Debit Card
5001,Alexander,Martin,Female,Bolton,2023-06-27,14:35,Eat-in,Temaki,Crab Stick,5.59,1,5.59,Excellent,Sunny,Cash
5002,Ethan,Garcia,Female,Burnley,2024-03-09,13:18,Eat-in,Street food,Takoyaki,5.0,2,10.0,Good,Sunny,Credit Card
5003,Sophia,Martin,Female,Barrow-in-Furness,2022-12-01,14:20,Eat-in,Ramen,Shio Ramen,10.12,1,10.12,Excellent,Sunny,Cash
5004,James,Jones,Female,Bury,2020-01-18,17:49,Eat-in,Temaki,Eel Cucumber,3.15,4,12.6,Poor,Windy,Debit Card
5005,Mason,Martin,Female,Blackpool,2022-08-31,13:14,Eat-in,Ramen,Seafood Ramen,11.62,5,58.1,Good,Sunny,Credit Card
5006,Sophia,Lopez,Female,Rochdale,2022-05-19,15:44,Eat-in,Sashimi,Octopus,5.9,5,29.5,Excellent,Sunny,Cash
5007,Jack,Davis,Female,Bolton,2023-02-24,13:13,Eat-in,Sashimi,Tuna Sashimi,5.89,3,17.67,Good,Rainy,Cash
5008,Harper,Davis,Female,Preston,2023-03-30,17:26,Eat-in,Street food,Miso Soup,4.21,2,8.42,Excellent,Sunny,Cash
5009,Oliver,Hernandez,Female,Rochdale,2023-12-13,11:07,Eat-in,Ramen,Tonkotsu Ramen,8.41,1,8.41,Excellent,Sunny,Cash
5010,Emma,Taylor,Female,Bolton,2024-06-10,15:34,Takeaway,Temaki,Spicy Tuna,6.87,3,20.61,Excellent,Sunny,Credit Card
5011,Ava,Johnson,Male,Rochdale,2024-04-01,14:07,Eat-in,Temaki,Spicy Tuna,6.91,4,27.64,Excellent,Rainy,Cash
5012,Elijah,Brown,Female,Preston,2020-10-10,15:58,Takeaway,Ramen,Spicy Miso Ramen,6.27,2,12.54,Excellent,Sunny,Credit Card
5013,Emma,Anderson,Female,Rochdale,2023-08-20,14:04,Takeaway,Street food,Karaage,4.63,3,13.89,Excellent,Rainy,Cash
5014,Alexander,Lopez,Male,Manchester,2024-10-19,16:21,Eat-in,Maki,Hoso Maki,5.27,1,5.27,Good,Sunny,Debit Card
5015,Isabella,Lopez,Female,Manchester,2023-07-09,13:14,Takeaway,Temaki,California Roll,3.06,1,3.06,Good,Sunny,Credit Card
5016,Oliver,Garcia,Male,Lancaster,2022-03-07,14:55,Takeaway,Temaki,Crab Stick,6.82,5,34.1,Good,Sunny,Debit Card
5017,Amelia,Williams,Female,Salford,2022-12-17,14:26,Eat-in,Maki,Futomaki,5.13,2,10.26,Excellent,Sunny,Cash
5018,Olivia,Wilson,Female,Blackpool,2023-08-18,18:19,Eat-in,Temaki,Vegetable,3.79,1,3.79,Excellent,Windy,Credit Card
5019,Alexander,Smith,Female,Preston,2022-03-12,15:44,Eat-in,Sashimi,Squid Sashimi,5.79,1,5.79,Excellent,Sunny,Credit Card
5020,Lucas,Smith,Male,Preston,2021-05-22,13:09,Eat-in,Sashimi,Octopus,5.8,3,17.4,Excellent,Sunny,Debit Card
5021,Mia,Lee,Female,Preston,2021-12-06,11:57,Eat-in,Ramen,Vegetable Ramen,10.97,3,32.91,Excellent,Sunny,Credit Card
5022,James,Moore,Female,Rochdale,2024-10-04,13:03,Eat-in,Temaki,Vegetable,4.49,4,17.96,Good,Sunny,Debit Card
5023,Henry,Johnson,Female,Manchester,2022-11-11,14:56,Takeaway,Temaki,Spicy Salmon,3.94,2,7.88,Excellent,Sunny,Mobile Payment
5024,Harper,Davis,Male,Barrow-in-Furness,2022-05-06,14:46,Takeaway,Maki,Hoso Maki,5.78,5,28.9,Poor,Sunny,Cash
5025,Alexander,Brown,Female,Preston,2023-02-03,13:16,Eat-in,Temaki,Shrimp Tempura,6.85,4,27.4,Good,Rainy,Debit Card
5026,James,Jackson,Female,Bolton,2020-04-15,14:30,Eat-in,Ramen,Seafood Ramen,8.13,3,24.39,Good,Rainy,Credit Card
5027,Mason,Miller,Female,Burnley,2024-05-14,15:13,Eat-in,Temaki,California Roll,5.38,5,26.9,Good,Windy,Cash
5028,Lucas,Wilson,Female,Blackpool,2022-09-17,15:53,Takeaway,Nigiri,Octopus,2.59,5,12.95,Excellent,Sunny,Debit Card
5029,Olivia,Anderson,Female,Barrow-in-Furness,2022-01-12,13:01,Takeaway,Nigiri,Shrimp,3.35,4,13.4,Good,Sunny,Cash
5030,Lucas,Gonzalez,Female,Burnley,2024-05-17,11:59,Takeaway,Nigiri,Tuna,5.97,1,5.97,Good,Sunny,Credit Card
5031,Lucas,Martinez,Female,Blackpool,2021-03-11,13:44,Takeaway,Street food,Karaage,1.85,5,9.25,Excellent,Sunny,Credit Card
5032,James,Martin,Female,Salford,2022-06-28,14:55,Eat-in,Temaki,Yellowtail Scallion,6.91,4,27.64,Good,Sunny,Debit Card
5033,Henry,Martin,Female,Bolton,2023-06-08,11:17,Takeaway,Nigiri,Octopus,4.44,3,13.32,Good,Sunny,Mobile Payment
5034,Henry,Gonzalez,Female,Lancaster,2022-01-29,11:28,Takeaway,Nigiri,Shrimp,2.98,5,14.9,Poor,Sunny,Mobile Payment
5035,Emma,Martin,Female,Salford,2021-04-03,14:44,Eat-in,Sashimi,Scallop Sashimi,5.09,3,15.27,Excellent,Rainy,Debit Card
5036,Henry,Davis,Male,Bury,2024-12-13,13:04,Eat-in,Street food,Takoyaki,3.54,5,17.7,Good,Rainy,Credit Card
5037,Mia,Brown,Female,Manchester,2022-05-21,17:39,Eat-in,Sashimi,Salmon Sashimi,6.36,4,25.44,Excellent,Windy,Cash
5038,Lucas,Lopez,Female,Lancaster,2022-12-30,14:45,Eat-in,Ramen,Spicy Miso Ramen,6.16,4,24.64,Excellent,Windy,Mobile Payment
5039,Olivia,Johnson,Female,Manchester,2021-12-18,14:28,Eat-in,Temaki,Yellowtail Scallion,5.31,1,5.31,Excellent,Sunny,Cash
5040,Lucas,Johnson,Female,Salford,2023-07-13,15:06,Takeaway,Maki,Cucumber Roll,4.4,4,17.6,Good,Sunny,Credit Card
5041,Sophia,Wilson,Female,Rochdale,2020-11-08,15:08,Eat-in,Maki,Spicy Tuna Roll,5.78,1,5.78,Good,Sunny,Debit Card
5042,Jack,Davis,Female,Blackpool,2024-05-24,17:15,Takeaway,Ramen,Cold Ramen,10.49,3,31.47,Excellent,Rainy,Debit Card
5043,Henry,Martinez,Female,Bury,2023-12-09,11:37,Eat-in,Nigiri,Shrimp,3.95,5,19.75,Good,Sunny,Credit Card
5044,Isabella,Smith,Female,Manchester,2024-06-17,15:30,Eat-in,Nigiri,Mackerel,3.48,3,10.44,Good,Sunny,Credit Card
5045,Charlotte,Anderson,Female,Burnley,2024-01-18,12:40,Eat-in,Ramen,Spicy Miso Ramen,11.63,4,46.52,Excellent,Sunny,Cash
5046,Olivia,Hernandez,Female,Bolton,2022-11-05,16:41,Takeaway,Temaki,California Roll,5.72,5,28.6,Excellent,Windy,Credit Card
5047,Henry,Martinez,Male,Manchester,2020-02-23,14:52,Eat-in,Sashimi,Octopus,3.73,5,18.65,Excellent,Windy,Mobile Payment
5048,James,Thomas,Female,Rochdale,2023-06-14,18:02,Eat-in,Sashimi,Crab Sashimi,3.72,3,11.16,Good,Rainy,Credit Card
5049,Amelia,Hernandez,Female,Burnley,2022-06-07,13:30,Eat-in,Temaki,Crab Stick,5.76,4,23.04,Excellent,Sunny,Credit Card
5050,Benjamin,Jackson,Female,Preston,2024-06-06,11:54,Eat-in,Temaki,Shrimp Tempura,3.98,3,11.94,Excellent,Sunny,Cash
5051,Evelyn,Anderson,Male,Manchester,2023-05-22,13:45,Eat-in,Nigiri,Tuna,4.21,2,8.42,Excellent,Sunny,Debit Card
5052,Harper,Jones,Female,Oldham,2022-01-03,14:38,Eat-in,Nigiri,Eel,3.26,2,6.52,Excellent,Sunny,Cash
5053,Benjamin,Jackson,Female,Bolton,2024-11-02,15:24,Eat-in,Street food,Karaage,2.22,5,11.1,Excellent,Windy,Credit Card
5054,Benjamin,Martin,Male,Burnley,2023-04-17,13:32,Eat-in,Ramen,Seafood Ramen,10.36,1,10.36,Good,Rainy,Cash
5055,Jack,Garcia,Female,Rochdale,2021-02-07,14:49,Eat-in,Street food,Gyoza,4.91,1,4.91,Excellent,Sunny,Debit Card
5056,Lucas,Thomas,Male,Barrow-in-Furness,2021-04-10,14:49,Eat-in,Nigiri,Shrimp,4.12,5,20.6,Good,Sunny,Debit Card
5057,Henry,Thomas,Female,Preston,2020-08-11,13:39,Eat-in,Nigiri,Tuna,5.03,1,5.03,Good,Sunny,Credit Card
5058,Emma,Jackson,Female,Manchester,2024-10-04,15:09,Eat-in,Maki,Cucumber Roll,2.89,2,5.78,Excellent,Sunny,Cash
5059,Ava,Lopez,Male,Barrow-in-Furness,2020-11-30,18:58,Eat-in,Maki,Dragon Roll,4.2,5,21.0,Excellent,Rainy,Credit Card
5060,Jack,Lopez,Female,Salford,2022-03-24,14:05,Eat-in,Street food,Okonomiyaki,3.38,2,6.76,Excellent,Sunny,Credit Card
5061,James,Johnson,Female,Barrow-in-Furness,2023-03-29,15:30,Eat-in,Maki,Futomaki,4.9,4,19.6,Good,Sunny,Cash
5062,Olivia,Wilson,Female,Rochdale,2023-01-10,12:39,Eat-in,Street food,Okonomiyaki,4.05,2,8.1,Excellent,Sunny,Cash
5063,Charlotte,Thomas,Female,Lancaster,2020-09-28,14:03,Eat-in,Maki,Dragon Roll,5.61,1,5.61,Excellent,Sunny,Debit Card
5064,Henry,Taylor,Female,Preston,2024-04-14,14:54,Takeaway,Sashimi,Sea Urchin Sashimi,3.23,1,3.23,Good,Windy,Mobile Payment
5065,Alexander,Thomas,Female,Preston,2021-02-06,11:31,Eat-in,Street food,Takoyaki,2.2,3,6.6,Excellent,Sunny,Debit Card
5066,Emma,Jones,Female,Blackpool,2024-06-21,14:56,Eat-in,Sashimi,Yellowtail Sashimi,6.43,3,19.29,Excellent,Sunny,Credit Card
5067,James,Brown,Female,Oldham,2021-06-18,14:34,Eat-in,Maki,Hoso Maki,4.6,2,9.2,Excellent,Rainy,Cash
5068,Mason,Lopez,Female,Blackpool,2023-04-13,13:36,Eat-in,Ramen,Miso Ramen,7.5,3,22.5,Good,Sunny,Credit Card
5069,Jack,Lopez,Male,Blackpool,2022-07-17,18:44,Takeaway,Nigiri,Yellowtail,2.16,2,4.32,Excellent,Rainy,Credit Card
5070,Sophia,Martin,Female,Manchester,2023-03-02,16:19,Eat-in,Temaki,Yellowtail Scallion,5.95,2,11.9,Poor,Sunny,Cash
5071,Elijah,Williams,Female,Barrow-in-Furness,2021-11-13,15:59,Takeaway,Street food,Miso Soup,1.71,4,6.84,Excellent,Sunny,Debit Card
5072,Benjamin,Johnson,Male,Manchester,2020-12-30,12:09,Takeaway,Sashimi,Octopus,6.93,3,20.79,Good,Sunny,Cash
5073,Mason,Thomas,Male,Rochdale,2024-05-17,15:44,Takeaway,Ramen,Spicy Miso Ramen,11.53,1,11.53,Good,Sunny,Mobile Payment
5074,Alexander,Brown,Female,Manchester,2024-08-23,15:49,Eat-in,Temaki,Shrimp Tempura,3.73,1,3.73,Excellent,Sunny,Debit Card
5075,Emma,Martin,Female,Blackpool,2024-01-25,13:51,Eat-in,Street food,Okonomiyaki,3.48,4,13.92,Excellent,Sunny,Credit Card
5076,Evelyn,Taylor,Female,Bury,2023-02-23,16:36,Takeaway,Sashimi,Salmon Sashimi,4.39,1,4.39,Excellent,Windy,Mobile Payment
5077,Mason,Brown,Male,Barrow-in-Furness,2024-11-12,14:20,Takeaway,Ramen,Curry Ramen,7.01,3,21.03,Excellent,Sunny,Credit Card
5078,Alexander,Lopez,Female,Bolton,2023-03-09,12:00,Eat-in,Ramen,Beef Ramen,7.95,1,7.95,Good,Windy,Cash
5079,Henry,Miller,Female,Bury,2021-08-06,14:18,Eat-in,Maki,Futomaki,3.98,5,19.9,Excellent,Sunny,Credit Card
5080,Evelyn,Moore,Female,Bolton,2023-01-05,13:50,Eat-in,Ramen,Seafood Ramen,11.65,5,58.25,Poor,Windy,Debit Card
5081,Mia,Jackson,Female,Preston,2023-03-29,14:39,Eat-in,Nigiri,Shrimp,2.21,3,6.63,Poor,Sunny,Credit Card
5082,Emma,Jones,Male,Lancaster,2021-11-07,11:07,Takeaway,Sashimi,Tuna Sashimi,6.79,2,13.58,Excellent,Sunny,Credit Card
5083,Alexander,Anderson,Female,Rochdale,2022-04-09,15:07,Takeaway,Ramen,Tonkotsu Ramen,9.43,1,9.43,Excellent,Rainy,Cash
5084,Emma,Martinez,Female,Manchester,2024-01-30,14:36,Eat-in,Sashimi,Yellowtail Sashimi,6.57,3,19.71,Good,Sunny,Debit Card
5085,James,Lee,Female,Blackpool,2023-12-03,11:28,Eat-in,Street food,Korokke,4.83,2,9.66,Good,Sunny,Cash
5086,Ava,Lopez,Female,Rochdale,2022-01-09,11:53,Eat-in,Temaki,California Roll,6.03,4,24.12,Excellent,Sunny,Credit Card
5087,Sophia,Moore,Female,Preston,2024-12-09,15:39,Takeaway,Temaki,Crab Stick,5.79,3,17.37,Good,Rainy,Credit Card
5088,Mason,Johnson,Female,Barrow-in-Furness,2021-04-04,14:45,Eat-in,Temaki,Yellowtail Scallion,3.15,1,3.15,Excellent,Windy,Debit Card
5089,Mia,Brown,Female,Salford,2023-11-30,11:20,Takeaway,Ramen,Spicy Miso Ramen,10.26,3,30.78,Good,Rainy,Debit Card
5090,Isabella,Thomas,Female,Rochdale,2023-01-07,15:14,Takeaway,Sashimi,Sweet Egg Sashimi,3.94,3,11.82,Good,Windy,Debit Card
5091,Isabella,Miller,Female,Preston,2023-02-15,11:37,Eat-in,Maki,California Roll,6.01,1,6.01,Excellent,Sunny,Cash
5092,Mia,Lee,Female,Preston,2024-10-04,16:34,Takeaway,Maki,Futomaki,6.49,1,6.49,Excellent,Sunny,Mobile Payment
5093,Alexander,Wilson,Female,Lancaster,2021-12-17,15:54,Eat-in,Nigiri,Shrimp,2.97,2,5.94,Excellent,Windy,Debit Card
5094,Lucas,Jackson,Female,Preston,2020-06-24,13:37,Eat-in,Temaki,Spicy Salmon,5.76,4,23.04,Good,Sunny,Credit Card
5095,Oliver,Gonzalez,Female,Bolton,2022-07-23,14:28,Eat-in,Nigiri,Eel,4.96,1,4.96,Poor,Sunny,Debit Card
5096,James,Lee,Male,Preston,2024-04-10,11:40,Takeaway,Maki,Hoso Maki,3.72,4,14.88,Poor,Rainy,Debit Card
5097,Benjamin,Martin,Male,Salford,2024-08-14,14:39,Takeaway,Nigiri,Tuna,3.87,2,7.74,Excellent,Rainy,Credit Card
5098,Emma,Martinez,Female,Burnley,2022-12-21,14:42,Eat-in,Street food,Chawanmushi,4.37,1,4.37,Excellent,Sunny,Cash
5099,Amelia,Williams,Male,Preston,2022-08-25,15:30,Eat-in,Street food,Karaage,4.76,4,19.04,Excellent,Windy,Cash
5100,Mia,Martinez,Male,Bury,2020-12-20,13:14,Takeaway,Nigiri,Tuna,2.79,1,2.79,Excellent,Rainy,Mobile Payment
5101,Charlotte,Martin,Female,Burnley,2023-05-02,13:28,Eat-in,Sashimi,Squid Sashimi,4.04,3,12.12,Excellent,Windy,Credit Card
5102,Sophia,Brown,Female,Manchester,2023-06-21,16:44,Eat-in,Maki,Philadelphia Roll,3.79,3,11.37,Poor,Sunny,Debit Card
5103,Benjamin,Johnson,Female,Bury,2022-08-03,13:13,Eat-in,Ramen,Spicy Miso Ramen,10.91,5,54.55,Excellent,Sunny,Credit Card
5104,Elijah,Lopez,Female,Bolton,2023-10-17,16:01,Eat-in,Street food,Karaage,2.98,5,14.9,Excellent,Sunny,Cash
5105,Amelia,Johnson,Female,Salford,2022-03-27,15:47,Eat-in,Maki,Dragon Roll,4.5,2,9.0,Good,Windy,Credit Card
5106,Ethan,Lopez,Female,Bury,2023-04-29,13:07,Eat-in,Ramen,Shoyu Ramen,6.33,4,25.32,Excellent,Sunny,Cash
5107,Mason,Jones,Male,Blackpool,2021-03-20,16:24,Takeaway,Street food,Okonomiyaki,4.36,5,21.8,Poor,Sunny,Cash
5108,Sophia,Johnson,Female,Barrow-in-Furness,2022-03-29,14:24,Takeaway,Temaki,Shrimp Tempura,3.31,2,6.62,Good,Sunny,Cash
5109,Mason,Wilson,Female,Lancaster,2023-09-28,17:56,Eat-in,Street food,Yakitori,3.58,1,3.58,Good,Sunny,Debit Card
5110,Lucas,Wilson,Female,Bolton,2022-12-17,15:42,Takeaway,Temaki,Spicy Tuna,5.08,1,5.08,Excellent,Sunny,Credit Card
5111,Jack,Williams,Female,Lancaster,2020-04-12,14:38,Eat-in,Temaki,Salmon Avocado,4.78,3,14.34,Excellent,Rainy,Credit Card
5112,Harper,Garcia,Male,Blackpool,2021-10-17,14:49,Eat-in,Maki,Rainbow Roll,3.54,1,3.54,Excellent,Rainy,Credit Card
5113,Mia,Wilson,Male,Oldham,2024-07-07,17:20,Takeaway,Nigiri,Eel,2.36,3,7.08,Good,Sunny,Cash
5114,Jack,Davis,Female,Lancaster,2021-10-02,13:23,Eat-in,Temaki,Eel Cucumber,3.35,1,3.35,Poor,Sunny,Credit Card
5115,Mason,Martinez,Male,Salford,2023-08-05,14:30,Takeaway,Sashimi,Yellowtail Sashimi,5.44,5,27.2,Excellent,Sunny,Credit Card
5116,Henry,Jackson,Female,Rochdale,2023-04-08,13:27,Eat-in,Ramen,Seafood Ramen,10.82,4,43.28,Good,Sunny,Credit Card
5117,Sophia,Jones,Female,Blackpool,2024-08-20,14:42,Eat-in,Ramen,Shoyu Ramen,6.52,2,13.04,Excellent,Sunny,Debit Card
5118,Jack,Williams,Female,Manchester,2023-09-18,15:35,Eat-in,Ramen,Curry Ramen,6.55,5,32.75,Excellent,Sunny,Credit Card
5119,Olivia,Gonzalez,Female,Bolton,2023-05-01,15:24,Eat-in,Maki,Uramaki,6.11,2,12.22,Good,Sunny,Credit Card
5120,Henry,Lopez,Male,Salford,2020-08-22,13:59,Eat-in,Temaki,Vegetable,6.62,4,26.48,Excellent,Windy,Mobile Payment
5121,Mia,Lopez,Female,Burnley,2022-06-28,13:08,Eat-in,Street food,Karaage,3.92,2,7.84,Poor,Sunny,Cash
5122,Harper,Hernandez,Female,Bury,2023-03-25,11:54,Takeaway,Maki,Futomaki,5.44,5,27.2,Excellent,Sunny,Debit Card
5123,Amelia,Lee,Male,Preston,2021-09-02,14:55,Takeaway,Ramen,Chicken Ramen,6.96,5,34.8,Excellent,Rainy,Cash
5124,Harper,Miller,Female,Bolton,2023-11-15,16:38,Eat-in,Sashimi,Smelt Roe,5.64,3,16.92,Good,Sunny,Debit Card
5125,Oliver,Anderson,Female,Oldham,2021-04-15,14:03,Eat-in,Sashimi,Squid Sashimi,4.87,5,24.35,Good,Windy,Debit Card
5126,Jack,Lee,Male,Burnley,2021-07-01,14:30,Takeaway,Nigiri,Eel,5.55,1,5.55,Excellent,Sunny,Cash
5127,Oliver,Moore,Male,Manchester,2024-04-13,15:55,Eat-in,Nigiri,Shrimp,2.19,2,4.38,Excellent,Windy,Debit Card
5128,Oliver,Gonzalez,Female,Blackpool,2022-08-30,13:36,Eat-in,Sashimi,Smelt Roe,6.97,2,13.94,Excellent,Sunny,Cash
5129,Charlotte,Thomas,Male,Preston,2024-01-06,15:13,Eat-in,Nigiri,Eel,4.19,1,4.19,Good,Sunny,Credit Card
5130,Evelyn,Hernandez,Female,Blackpool,2023-08-31,15:51,Eat-in,Sashimi,Mackerel Sashimi,4.97,4,19.88,Excellent,Windy,Cash
5131,Elijah,Thomas,Female,Lancaster,2022-09-26,15:18,Eat-in,Temaki,Tuna Avocado,6.64,2,13.28,Good,Rainy,Credit Card
5132,Oliver,Martin,Female,Rochdale,2022-03-24,16:31,Eat-in,Temaki,Salmon Avocado,5.38,4,21.52,Excellent,Rainy,Debit Card
5133,Alexander,Martinez,Male,Burnley,2024-01-17,16:43,Takeaway,Temaki,Spicy Tuna,4.69,2,9.38,Excellent,Windy,Cash
5134,Alexander,Miller,Female,Rochdale,2021-05-24,16:57,Eat-in,Temaki,Shrimp Tempura,5.32,4,21.28,Good,Sunny,Debit Card
5135,Jack,Wilson,Female,Lancaster,2021-01-16,14:09,Eat-in,Ramen,Shio Ramen,11.97,2,23.94,Good,Sunny,Cash
